legacy_timestamp	log_before	log_after	mer_before	mer_after
2018-12-27T01:07:34Z	01_5BEE99C5.LOG	01_5C243061.LOG	01_5C24232B.MER	01_5C243055.MER
2020-01-16T11:22:50Z	01_5E2044E2.LOG	01_5E2044E2.LOG	01_5E2B6748.MER	01_5E2B6748.MER
2020-05-22T08:04:23Z	01_5EC78572.LOG	01_5EC78572.LOG	01_5ECAD396.MER	01_5ECAD396.MER
2026-06-10T22:01:15Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-19T09:52:35Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-19T10:04:38Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-22T19:47:30Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-22T19:57:47Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-30T08:36:24Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
2026-06-30T08:45:11Z	01_6A1EB535.LOG	<none>	01_6A29DBDE.MER	<none>
