legacy_timestamp	log_before	log_after	mer_before	mer_after
2025-03-17T14:46:25Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T14:52:49Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T14:56:08Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T15:14:02Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T15:21:25Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T15:24:20Z	<none>	<none>	0118_67D843C1.MER	0118_67D843C1.MER
2025-03-17T16:07:30Z	<none>	<none>	0118_67FFF027.MER	0118_67FFF027.MER
2025-04-16T18:12:46Z	<none>	<none>	0118_682D9C6B.MER	0118_682D9C6B.MER
2025-04-16T18:18:31Z	<none>	<none>	0118_682D9C6B.MER	0118_682D9C6B.MER
2025-04-16T18:26:02Z	<none>	<none>	0118_682D9C6B.MER	0118_682D9C6B.MER
2025-04-16T18:29:45Z	<none>	<none>	0118_682D9C6B.MER	0118_682D9C6B.MER
2025-04-16T18:39:39Z	<none>	<none>	0118_682D9C6B.MER	0118_682D9C6B.MER
2025-07-02T13:27:04Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-07-02T13:36:46Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-07-02T13:43:32Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-07-02T13:51:35Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-07-02T14:00:53Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-07-02T14:10:42Z	<none>	<none>	0118_68914F8D.MER	0118_68914F8D.MER
2025-08-05T00:39:52Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T00:43:02Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T00:54:01Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T01:10:41Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T01:17:06Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T01:45:28Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T01:53:50Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:03:03Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:11:36Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:14:23Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:20:05Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:22:46Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:40:16Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:46:37Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T02:55:18Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T03:03:28Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-08-05T03:12:21Z	<none>	<none>	0118_68BA5639.MER	0118_68BA5639.MER
2025-09-17T09:17:25Z	<none>	<none>	0118_68CA796C.MER	0118_6926D823.MER
2025-09-17T09:28:47Z	<none>	<none>	0118_68CA796C.MER	0118_6926D823.MER
2025-11-26T10:42:31Z	<none>	<none>	0118_6926E234.MER	0118_6926E234.MER
2025-11-26T10:50:28Z	<none>	<none>	0118_6926E234.MER	0118_6926E234.MER
2025-12-11T10:07:26Z	<none>	<none>	0118_693A9678.MER	0118_693AA375.MER
2025-12-11T10:18:32Z	<none>	<none>	0118_693A9678.MER	0118_693AA375.MER
2025-12-11T10:31:12Z	<none>	<none>	0118_693A9678.MER	0118_693AA375.MER
2025-12-11T11:07:11Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:17:07Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:28:15Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:37:10Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:48:04Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:52:18Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T11:57:19Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:00:36Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:07:05Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:12:53Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:16:49Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:24:30Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:34:37Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:42:39Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-11T12:54:10Z	<none>	<none>	0118_693AA375.MER	0118_693FC93A.MER
2025-12-15T08:47:33Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:03:03Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:06:24Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:09:58Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:15:20Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:18:14Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:21:01Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T09:25:30Z	<none>	<none>	0118_693FC93A.MER	0118_693FD83B.MER
2025-12-15T10:23:35Z	<none>	<none>	0118_693FDF3A.MER	0118_693FE7DB.MER
2025-12-15T10:27:31Z	<none>	<none>	0118_693FDF3A.MER	0118_693FE7DB.MER
2025-12-15T10:33:33Z	<none>	<none>	0118_693FDF3A.MER	0118_693FE7DB.MER
2025-12-15T11:03:42Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:09:18Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:13:44Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:19:22Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:23:35Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:39:58Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:43:48Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:52:38Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T11:55:16Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T12:06:15Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T12:18:28Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T12:28:52Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T12:39:33Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T13:05:38Z	<none>	<none>	0118_693FE7DB.MER	0118_69400CFF.MER
2025-12-15T13:50:16Z	<none>	<none>	0118_69400CFF.MER	<none>
2025-12-15T13:55:06Z	<none>	<none>	0118_69400CFF.MER	<none>
