legacy_timestamp	log_before	log_after	mer_before	mer_after
2021-07-29T12:17:41Z	0065_6102994E.BIN	0065_6102994E.BIN	0065_610DBCA4.MER	0065_610DBCA4.MER
2021-08-14T17:41:35Z	0065_6117FDFA.BIN	0065_6117FDFA.BIN	0065_611C4193.MER	0065_611C4193.MER
2022-05-24T03:17:13Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
2022-05-24T03:22:13Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
2022-05-24T03:38:55Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
2022-05-24T03:43:16Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
2022-05-24T03:59:53Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
2022-05-24T04:11:16Z	0065_62879987.BIN	<none>	0065_628C4B18.MER	<none>
