legacy_timestamp	log_before	log_after	mer_before	mer_after
2021-08-11T23:50:34Z	0067_61146024.BIN	0067_61146024.BIN	0067_61176C1E.MER	0067_61176C1E.MER
2021-09-02T13:23:30Z	0067_6130CE16.BIN	0067_6130CE16.BIN	0067_6134104E.MER	0067_6134104E.MER
2021-11-21T04:32:22Z	0067_6199CA74.BIN	0067_6199CA74.BIN	0067_61A071DA.MER	0067_61A071DA.MER
2021-11-28T17:08:56Z	0067_61A3B617.BIN	0067_61A3B617.BIN	0067_61AC5001.MER	0067_61AC5001.MER
2021-12-05T06:05:20Z	0067_61AC50D3.BIN	0067_61AC50D3.BIN	0067_61B1B594.MER	0067_61B1B594.MER
2022-02-16T06:34:26Z	0067_620C9987.BIN	0067_620C9987.BIN	0067_620D1027.MER	0067_620D1027.MER
2022-02-19T03:35:16Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T03:42:24Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:17:12Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:21:49Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:31:17Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:36:45Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:40:24Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-19T21:50:18Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T05:33:14Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T05:41:18Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T05:45:48Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T06:01:18Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T06:13:44Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
2022-02-20T06:23:20Z	0067_620FED94.BIN	<none>	0067_6210631C.MER	<none>
