legacy_timestamp	log_before	log_after	mer_before	mer_after
2025-03-12T12:51:50Z	<none>	<none>	0117_67D19137.MER	0117_67D19137.MER
2025-03-12T13:04:04Z	<none>	<none>	0117_67D19137.MER	0117_67D19137.MER
2025-03-12T13:21:46Z	<none>	<none>	0117_67D19137.MER	0117_67D19137.MER
2025-03-12T13:58:54Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T14:13:09Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T14:17:06Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T14:35:17Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T14:49:27Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T14:54:10Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-12T15:12:00Z	<none>	<none>	0117_67D80D1A.MER	0117_67D80D1A.MER
2025-03-17T12:01:45Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:11:12Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:19:57Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:31:44Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:41:33Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:51:52Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T12:59:22Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:10:07Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:20:40Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:30:06Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:37:16Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:49:19Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T13:55:50Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T14:19:28Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T14:28:35Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-03-17T14:34:53Z	<none>	<none>	0117_67FFDDA7.MER	0117_67FFDDA7.MER
2025-04-16T16:55:08Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:05:51Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:18:37Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:33:35Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:39:46Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:44:04Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T17:52:39Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T18:02:39Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T18:15:13Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T18:22:08Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T18:35:42Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-04-16T18:40:01Z	<none>	<none>	0117_682DBEF3.MER	0117_682DBEF3.MER
2025-05-21T12:01:15Z	<none>	<none>	0117_68652D92.MER	0117_68652D92.MER
2025-05-21T12:05:48Z	<none>	<none>	0117_68652D92.MER	0117_68652D92.MER
2025-09-17T08:54:34Z	<none>	<none>	0117_68CA741D.MER	0117_69270262.MER
2025-11-26T13:39:04Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T13:47:06Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T13:56:36Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T14:14:31Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T14:23:47Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T14:29:34Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T14:33:41Z	<none>	<none>	0117_69270262.MER	<none>
2025-11-26T14:41:38Z	<none>	<none>	0117_69270262.MER	<none>
