legacy_timestamp	log_before	log_after	mer_before	mer_after
2019-09-26T06:09:25Z	0049_5D8C50D5.LOG	0049_5D8C50D5.LOG	0049_5D902FF4.MER	0049_5D902FF4.MER
2019-09-29T04:34:04Z	0049_5D90310B.LOG	0049_5D90310B.LOG	0049_5D93BD3E.MER	0049_5D93BD3E.MER
2019-10-16T18:08:54Z	0049_5DA75601.LOG	0049_5DA75601.LOG	0049_5DAD721D.MER	0049_5DAD721D.MER
2019-12-31T08:51:41Z	0049_5E0B080F.LOG	0049_5E0B080F.LOG	0049_5E108EB4.MER	0049_5E108EB4.MER
2020-01-27T11:27:53Z	0049_5E2EC4A2.LOG	0049_5E2EC4A2.LOG	0049_5E31E1C7.MER	0049_5E31E1C7.MER
2020-04-08T16:10:22Z	0049_5E8DF4F0.LOG	0049_5E8DF4F0.LOG	0049_5E955E1A.MER	0049_5E955E1A.MER
2020-04-18T14:23:37Z	0049_5E9B0BFF.LOG	0049_5E9B0BFF.LOG	0049_5E9EC409.MER	0049_5E9EC409.MER
2020-08-13T14:40:39Z	0049_5F354ED4.LOG	0049_5F354ED4.LOG	0049_5F3F9A7E.MER	0049_5F3F9A7E.MER
2020-11-11T06:52:09Z	0049_5FAB87AF.LOG	0049_5FAB87AF.LOG	0049_5FAE97A8.MER	0049_5FAE97A8.MER
2021-03-11T16:20:33Z	0049_604A3CFE.LOG	0049_604A3CFE.LOG	0049_604D7F44.MER	0049_604D7F44.MER
2021-04-07T15:54:58Z	0049_606DD195.LOG	0049_606DD195.LOG	0049_60720AF8.MER	0049_60720AF8.MER
2021-04-07T16:11:04Z	0049_606DD195.LOG	0049_606DD195.LOG	0049_60720AF8.MER	0049_60720AF8.MER
2021-04-16T02:04:35Z	0049_6078E782.LOG	0049_6078E782.LOG	0049_607BF3A4.MER	0049_607BF3A4.MER
2021-04-16T02:23:58Z	0049_6078E782.LOG	0049_6078E782.LOG	0049_607BF3A4.MER	0049_607BF3A4.MER
2021-04-18T09:34:39Z	0049_607BF4B0.LOG	0049_607BF4B0.LOG	0049_60805158.MER	0049_60805158.MER
2021-05-16T15:19:30Z	0049_60A129D6.LOG	0049_60A129D6.LOG	0049_60AC59BA.MER	0049_60AC59BA.MER
2021-06-02T03:12:51Z	0049_60B6EA10.LOG	0049_60B6EA10.LOG	0049_60C21762.MER	0049_60C21762.MER
2021-06-10T13:53:40Z	0049_60C217CE.LOG	0049_60C217CE.LOG	0049_60C9480C.MER	0049_60C9480C.MER
2021-08-10T06:11:54Z	0049_61121678.LOG	0049_61121678.LOG	0049_6115BEE4.MER	0049_6115BEE4.MER
2021-09-28T16:11:48Z	0049_61533D66.LOG	0049_61533D66.LOG	0049_61577142.MER	0049_61577142.MER
2021-10-21T14:17:33Z	0049_617172A2.LOG	0049_617172A2.LOG	0049_617677B6.MER	0049_617677B6.MER
2021-12-15T13:41:23Z	0049_61B9E6C8.LOG	0049_61B9E6C8.LOG	0049_61BD4034.MER	0049_61BD4034.MER
2022-06-07T00:48:55Z	0049_629E9E57.LOG	0049_629E9E57.LOG	0049_62A41F30.MER	0049_62A41F30.MER
2022-07-09T13:37:21Z	0049_62C9830E.LOG	0049_62C9830E.LOG	0049_62CFCD4E.MER	0049_62CFCD4E.MER
2022-09-03T18:01:24Z	0049_63139491.LOG	0049_63139491.LOG	0049_63176C8E.MER	0049_63176C8E.MER
2022-10-25T06:29:17Z	0049_63577FF7.LOG	0049_63577FF7.LOG	0049_6361419C.MER	0049_6361419C.MER
2023-02-24T02:21:00Z	0049_63F81BBA.LOG	0049_63F81BBA.LOG	0049_63FCA320.MER	0049_63FCA320.MER
2023-03-04T12:38:44Z	0049_640339F5.LOG	0049_640339F5.LOG	0049_6406AA64.MER	0049_6406AA64.MER
2023-04-22T11:59:59Z	0049_6443C9F9.LOG	0049_6443C9F9.LOG	0049_644734AA.MER	0049_644734AA.MER
2023-08-08T05:33:15Z	0049_64D1D20D.LOG	0049_64D1D20D.LOG	0049_64DCF904.MER	0049_64DCF904.MER
2023-09-15T09:28:19Z	0049_6504224B.LOG	0049_6504224B.LOG	0049_6509FEF2.MER	0049_6509FEF2.MER
2024-12-17T23:05:30Z	0049_6756D32E.LOG	<none>	0049_67620342.MER	<none>
2024-12-17T23:18:20Z	0049_6756D32E.LOG	<none>	0049_67620342.MER	<none>
