legacy_timestamp	log_before	log_after	mer_before	mer_after
2025-10-12T07:54:39Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T08:01:51Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T08:20:50Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T15:40:28Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T15:44:15Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T15:51:59Z	<none>	<none>	0110_68EB5B12.MER	0110_68EBDE30.MER
2025-10-12T17:06:53Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-10-12T17:11:22Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-10-12T17:22:44Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-10-12T17:30:33Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-10-12T17:35:13Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-10-12T17:40:23Z	<none>	<none>	0110_68EBDE30.MER	0110_68EBED10.MER
2025-12-08T19:56:22Z	<none>	<none>	0110_693BD8C7.MER	0110_693BD8C7.MER
2025-12-08T20:07:31Z	<none>	<none>	0110_693BD8C7.MER	0110_693BD8C7.MER
2025-12-08T20:14:29Z	<none>	<none>	0110_693BD8C7.MER	0110_693BD8C7.MER
2026-02-22T22:51:00Z	<none>	<none>	0110_69A6AEB3.MER	0110_69A6AEB3.MER
2026-02-22T22:59:10Z	<none>	<none>	0110_69A6AEB3.MER	0110_69A6AEB3.MER
2026-04-10T07:16:28Z	<none>	<none>	0110_69D8A330.MER	0110_69EEE104.MER
2026-04-10T07:26:57Z	<none>	<none>	0110_69D8A330.MER	0110_69EEE104.MER
2026-04-27T04:20:45Z	<none>	<none>	0110_69FA0419.MER	0110_69FA0419.MER
2026-05-30T23:14:42Z	<none>	<none>	0110_6A26504C.MER	0110_6A26504C.MER
2026-06-16T09:22:23Z	<none>	<none>	0110_6A311297.MER	<none>
2026-06-19T12:39:03Z	<none>	<none>	0110_6A311297.MER	<none>
2026-06-19T12:50:27Z	<none>	<none>	0110_6A311297.MER	<none>
2026-06-19T13:01:16Z	<none>	<none>	0110_6A311297.MER	<none>
2026-06-25T04:15:54Z	<none>	<none>	0110_6A311297.MER	<none>
2026-06-25T04:24:26Z	<none>	<none>	0110_6A311297.MER	<none>
