legacy_timestamp	log_before	log_after	mer_before	mer_after
2025-04-23T21:25:04Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T21:36:42Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T21:46:14Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T21:56:03Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:04:28Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:07:20Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:13:56Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:31:31Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:35:23Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:42:03Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-04-23T22:50:05Z	<none>	<none>	0120_682F1F6C.MER	0120_682F1F6C.MER
2025-05-22T13:25:59Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-05-22T13:33:41Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-05-22T13:44:43Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-05-22T13:55:50Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-07-01T14:07:55Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-07-01T14:18:57Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-08-04T22:03:40Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-08-04T22:14:29Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-04T22:57:39Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-04T23:08:24Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-11T20:52:39Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-11T21:02:54Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-14T13:51:04Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-14T14:02:07Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-15T15:28:14Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-15T15:39:18Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-16T15:24:39Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-16T15:35:57Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-17T11:23:09Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-09-17T11:31:03Z	<none>	<none>	0120_682F1F6C.MER	0120_69280C20.MER
2025-11-27T08:32:44Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
2025-11-27T08:38:04Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
2025-11-27T08:47:20Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
2025-11-27T09:02:53Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
2025-11-27T09:16:27Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
2025-11-27T09:25:42Z	<none>	<none>	0120_69280C20.MER	0120_693166BB.MER
