legacy_timestamp	log_before	log_after	mer_before	mer_after
2026-05-17T09:40:45Z	0098_6A0988D8.BIN	0098_6A0988D8.BIN	0098_6A17A572.MER	0098_6A17A572.MER
2026-06-07T19:40:27Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-18T12:25:20Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-18T12:30:18Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-18T12:48:44Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-18T13:00:25Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-18T13:13:49Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-29T06:08:32Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-29T06:16:50Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-29T06:27:27Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
2026-06-29T06:38:25Z	0098_6A17A5B8.BIN	<none>	0098_6A25C329.MER	<none>
