legacy_timestamp	log_before	log_after	mer_before	mer_after
2023-08-04T06:41:50Z	0062_64CC969E.BIN	0062_64CC969E.BIN	0062_64D7C0BB.MER	0062_64D7C0BB.MER
2023-10-04T17:31:48Z	0062_651D9AE1.BIN	0062_651D9AE1.BIN	0062_65215332.MER	0062_65215332.MER
2023-10-11T06:28:38Z	0062_65263F23.BIN	0062_65263F23.BIN	0062_652BB0D8.MER	0062_652BB0D8.MER
2024-02-21T04:32:21Z	0062_65D57497.BIN	0062_65D57497.BIN	0062_65D89E26.MER	0062_65D89E26.MER
2024-04-16T05:22:03Z	0062_661DFFBC.BIN	0062_661DFFBC.BIN	0062_662139F6.MER	0062_662139F6.MER
2024-09-09T20:32:15Z	0062_66DF59F1.BIN	0062_66DF59F1.BIN	0062_66E516D6.MER	0062_66E516D6.MER
2024-11-15T11:49:14Z	0062_67372D8F.BIN	0062_67372D8F.BIN	0062_673A3034.MER	0062_673A3034.MER
2024-11-17T18:25:26Z	0062_673A307A.BIN	0062_673A307A.BIN	0062_674554AA.MER	0062_674554AA.MER
2024-12-09T02:55:20Z	0062_67564D64.BIN	0062_67564D64.BIN	0062_67612BAE.MER	0062_67612BAE.MER
2025-01-07T07:02:34Z	0062_677CD031.BIN	0062_677CD031.BIN	0062_6787FB34.MER	0062_6787FB34.MER
2025-04-05T06:09:28Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F0CBB3.MER	0062_67F0CBB3.MER
2025-04-05T13:33:56Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F133EB.MER	0062_67F133EB.MER
2025-04-05T22:17:16Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F1B042.MER	0062_67F1B042.MER
2025-04-05T23:31:17Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F1C038.MER	0062_67F1C038.MER
2025-04-07T10:11:19Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F3A768.MER	0062_67F3A768.MER
2025-04-08T17:13:48Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F55BEB.MER	0062_67F55BEB.MER
2025-04-10T09:53:46Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_67F798D3.MER	0062_67F798D3.MER
2025-05-12T14:33:52Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68220FA3.MER	0062_68220FA3.MER
2025-05-12T16:42:37Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68223005.MER	0062_68223005.MER
2025-05-12T16:46:56Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68223005.MER	0062_68223005.MER
2025-05-12T19:09:17Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_682252B3.MER	0062_682252B3.MER
2025-05-12T19:15:34Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_682252B3.MER	0062_682252B3.MER
2025-05-12T20:21:16Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_682267E2.MER	0062_682267E2.MER
2025-05-12T20:32:58Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_682267E2.MER	0062_682267E2.MER
2025-05-12T21:00:27Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_682267E2.MER	0062_682267E2.MER
2025-05-12T21:33:48Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68227DA8.MER	0062_68227DA8.MER
2025-05-12T23:23:20Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68228D42.MER	0062_68228D42.MER
2025-05-12T23:30:42Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_68228D42.MER	0062_68228D42.MER
2025-05-13T01:41:11Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822B162.MER	0062_6822B162.MER
2025-05-13T01:57:41Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822B162.MER	0062_6822B162.MER
2025-05-13T02:48:31Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822C34A.MER	0062_6822C34A.MER
2025-05-13T03:10:57Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822C34A.MER	0062_6822C34A.MER
2025-05-13T04:25:48Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822D51F.MER	0062_6822D51F.MER
2025-05-13T06:50:10Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6822F9C9.MER	0062_6822F9C9.MER
2025-05-13T08:09:00Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6823BE7C.MER	0062_6823BE7C.MER
2025-05-13T08:16:39Z	0062_67EB0ABF.BIN	0062_6823BE8A.BIN	0062_6823BE7C.MER	0062_6823BE7C.MER
2025-08-20T06:13:32Z	0062_68A4FD1B.BIN	<none>	0062_68A564A2.MER	<none>
