legacy_timestamp	log_before	log_after	mer_before	mer_after
2022-01-28T16:23:37Z	0073_61F414B2.BIN	0073_61F414B2.BIN	0073_61F9BACF.MER	0073_61F9BACF.MER
2022-05-17T00:58:08Z	0073_6282F1C9.BIN	0073_6282F1C9.BIN	0073_6286B708.MER	0073_6286B708.MER
2022-05-17T01:24:20Z	0073_6282F1C9.BIN	0073_6282F1C9.BIN	0073_6286B708.MER	0073_6286B708.MER
2023-05-30T07:10:23Z	0073_64759D3F.BIN	0073_64759D3F.BIN	0073_647A8B20.MER	0073_647A8B20.MER
2024-04-30T19:44:12Z	0073_663147B3.BIN	0073_663147B3.BIN	0073_66376884.MER	0073_66376884.MER
2024-05-05T11:32:42Z	0073_663769B0.BIN	0073_663769B0.BIN	0073_663E1D62.MER	0073_663E1D62.MER
2024-09-10T01:19:31Z	0073_66DF9A8A.BIN	0073_66DF9A8A.BIN	0073_66E3B5E4.MER	0073_66E3B5E4.MER
2025-01-15T23:23:27Z	0073_67884059.BIN	0073_67884059.BIN	0073_6788456F.MER	0073_6788456F.MER
2025-04-08T22:54:14Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_67F5B507.MER	0073_67F5B507.MER
2025-04-08T23:00:21Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_67F5B507.MER	0073_67F5B507.MER
2025-05-12T13:53:12Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68220A69.MER	0073_68220A69.MER
2025-05-12T14:58:29Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68221B39.MER	0073_68221B39.MER
2025-05-12T18:55:57Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68225033.MER	0073_68225033.MER
2025-05-12T19:02:22Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68225033.MER	0073_68225033.MER
2025-05-12T19:14:06Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68225033.MER	0073_68225033.MER
2025-05-12T21:26:13Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_682277B2.MER	0073_682277B2.MER
2025-05-12T22:44:48Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68228920.MER	0073_68228920.MER
2025-05-12T23:04:44Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_68228920.MER	0073_68228920.MER
2025-05-13T01:32:45Z	0073_67EDF558.BIN	0073_6822DB03.BIN	0073_6822A7F6.MER	0073_6822A7F6.MER
2025-06-15T15:45:10Z	0073_684D2E6B.BIN	<none>	0073_684EE7B8.MER	<none>
