legacy_timestamp	log_before	log_after	mer_before	mer_after
2021-07-19T07:13:27Z	0063_60F51F0C.BIN	0063_60F51F0C.BIN	0063_60FEF772.MER	0063_60FEF772.MER
2021-07-26T18:16:36Z	0063_60FEF7DD.BIN	0063_60FEF7DD.BIN	0063_61029924.MER	0063_61029924.MER
2021-10-09T18:09:53Z	0063_6161CB39.BIN	0063_6161CB39.BIN	0063_61689972.MER	0063_61689972.MER
2021-10-14T21:44:47Z	0063_61689A70.BIN	0063_61689A70.BIN	0063_616D7577.MER	0063_616D7577.MER
2021-10-18T13:45:00Z	0063_616D75B7.BIN	0063_616D75B7.BIN	0063_6170E302.MER	0063_6170E302.MER
2021-12-22T04:48:34Z	0063_61C2ACAD.BIN	0063_61C2ACAD.BIN	0063_61C38B92.MER	0063_61C38B92.MER
2021-12-24T18:15:52Z	0063_61C60CF5.BIN	0063_61C60CF5.BIN	0063_61C6B6EB.MER	0063_61C6B6EB.MER
2022-02-02T06:44:27Z	0063_61FA1E6F.BIN	0063_61FA1E6F.BIN	0063_6204760E.MER	0063_6204760E.MER
2022-02-10T03:08:22Z	0063_6204761B.BIN	0063_6204761B.BIN	0063_6205477B.MER	0063_6205477B.MER
2022-02-26T20:57:49Z	0063_621A69B1.BIN	0063_621A69B1.BIN	0063_621EA696.MER	0063_621EA696.MER
2022-03-14T11:45:17Z	0063_622EEFB4.BIN	0063_622EEFB4.BIN	0063_623293AE.MER	0063_623293AE.MER
2022-03-21T09:20:43Z	0063_623819E8.BIN	0063_623819E8.BIN	0063_623BBBF0.MER	0063_623BBBF0.MER
2022-03-27T02:36:59Z	0063_623FCB62.BIN	0063_623FCB62.BIN	0063_6248DD71.MER	0063_6248DD71.MER
2022-04-10T05:56:04Z	0063_62526442.BIN	0063_62526442.BIN	0063_6256368B.MER	0063_6256368B.MER
2022-04-13T02:43:35Z	0063_62563733.BIN	0063_62563733.BIN	0063_6257A4C4.MER	0063_6257A4C4.MER
