legacy_timestamp	log_before	log_after	mer_before	mer_after
2019-09-25T10:20:10Z	0054_5D8B3C60.LOG	0054_5D8B3C60.LOG	0054_5D906546.MER	0054_5D906546.MER
2026-06-16T08:54:50Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-20T07:04:04Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-20T07:14:18Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-22T18:35:05Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-22T18:45:28Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-26T12:19:56Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-26T12:31:03Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-29T21:48:22Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
2026-06-29T21:58:42Z	0054_6A25E5DD.LOG	<none>	0054_6A310C56.MER	<none>
